FUND CODE,foreign_cash,foreign_global_equity,foreign_interest_rate_instruments,foreign_other_equity,local_cash,local_interest_rate_instruments,local_listed_equity,local_listed_property,local_other_equity,local_physical_property
TY12,0.0192,0,0.1577,0.1724,0.0933,0.3894,0.1639,0.0041,0,0
TY13,0.0232,0,0.1137,0.217,0.0879,0.3639,0.1485,0.0171,0.0287,0
TY14,0.0776,0,0.0516,0.1953,0.1219,0.3452,0.2084,0,0,0
TY16,0.0049,0,0,0.3826,-0.0011,0,0.5878,0.0258,0,0
TY17,0.0003,0,0,0,0.0044,0,0.9772,0.0181,0,0
TY18,0,0,0,0.9686,0.0314,0,0,0,0,0
TY19,0.0277,0.7435,0.2229,0,0.0056,0,0,0.0003,0,0
TY20,0,0,0,0,0.0038,0,0,0.9962,0,0
TY44,0.0256,0,0,0.2943,0.0315,0.0151,0.633,0.0005,0,0
TY48,-0.005300027,0,0.072200001,0.254600012,0.0181,0.219300004,0.410800008,0.030300001,0,0
TY49,-0.010300026,0,0.131299991,0.11640009,0.010399999,0.448799968,0.257899982,0.045499997,0,0
TY53,0.023700034,0,0.315299983,0.654699984,0.0063,0,0,0,0,0
TY56,0,0.9804,0,0,0.0196,0,0,0,0,0
TY60,0.0002,0,0,0,0.0042,0,0.9467,0.0489,0,0
TY61,0.0001,0,0.0558,0.192,0.068,0.4308,0.2056,0.0477,0,0
TY62,0.0001,0.9926,0,0,0.0073,0,0,0,0,0
TY63,0.0001,0.9971,0,0,0.0028,0,0,0,0,0
TY64,0.0066,0,0,0.372,0.0807,0.1776,0.3449,0.0137,0.0045,0
TY65,0.0243,0,0,0.2786,0.2589,0.0633,0.3716,0.0033,0,0
TY66,0.0256,0,0,0.2943,0.0315,0.0151,0.633,0.0005,0,0
TY67,0,0,0,0,0.019,0.853,0.104,0.024,0,0
TY68,0,0,0.1139,0,0.2826,0.5783,0.0015,0.0237,0,0
TY69,-0.005300027,0,0.072200001,0.254600012,0.0181,0.219300004,0.410800008,0.030300001,0,0
TY70,-0.010300026,0,0.131299991,0.11640009,0.010399999,0.448799968,0.257899982,0.045499997,0,0
TY71,-0.0016,0,0,0.9648,0.0368,0,0,0,0,0
TY72,0.032,0,0.046,0.183,0.03,0.305,0.366,0.038,0,0
TY73,0.0138,0,0,0.314,0.0006,0,0.6512,0.0204,0,0
TY74,0.0065,0,0,0.9922,0.0013,0,0,0,0,0
TY75,0.023700034,0,0.315299983,0.654699984,0.0063,0,0,0,0,0
TY76,0.113999993,0,0.066299994,0.321800023,0.069999999,0.116799998,0.311099994,0,0,0
TY77,0.042,0,0.0005,0.385599992,0.101000001,0.154600002,0.316300004,0,0,0
TY78,0.0277,0.7435,0.2229,0,0.0056,0,0,0.0003,0,0
TY80,0,0.9804,0,0,0.0196,0,0,0,0,0
TY91,0.0007,0,0.0385,0,0.4318,0.529,0,0,0,0
TY92,0.0049,0,0,0.3826,-0.0011,0,0.5878,0.0258,0,0
TY93,0,0,0,0,0.9932,0.0068,0,0,0,0
TZ31,0.0619,0,0,0.8949,0.0324,0.0038,0.007,0,0,0
TZ32,0.036399999,0,0.061999998,0.00010004,-0.098799996,0.971299961,0,0.028999999,0,0
TZ33,0,0,0,0,0.0038,0,0,0.9962,0,0
TZ34,0,0,0,0,0.1459,0.8541,0,0,0,0
TZ35,0,0,0,0,0.0038,0,0,0.9962,0,0
TZ37,0.0776,0,0.0516,0.1953,0.1219,0.3452,0.2084,0,0,0
TZ38,0.0192,0,0.1577,0.1724,0.0933,0.3894,0.1639,0.0041,0,0
U003,0.064765364,0.347483682,0.056652989,0.017167267,-0.023099635,0.056763927,0.437653195,0.009296648,0.008779435,0.024537129
U010,0.004,0,0,0.4185,-0.0016,0,0.557,0.0221,0,0
U015,-0.0581,0,0.0882,0.3023,0.1047,0.1575,0.3945,0.0109,0,0
U018,0,0,0,0,0.9212,0.0788,0,0,0,0
U019,0.089648343,0.605689685,0.287681852,0,0.011457575,0,0.005522545,0,0,0
U040,0.0048,0,0.0803,0.345,0.0288,0.101,0.3854,0.0547,0,0
U195,0.0106,0,0.002500012,0.418999983,0.026,0,0.534500004,0.0033,0.0041,0
U323,0.0003,0,0,0,0.0044,0,0.9772,0.0181,0,0
U330,0.0444,0,0.0518,0.2811,0.1124,0.1129,0.3693,0.0016,0.0265,0
U379,0.0732,0,0.0779,0.1449,0.2989,0.27,0.1196,0.0013,0.0142,0
U402,0.001710853,0.973242092,0.000163227,0,0.016396044,0,0.008487784,0,0,0
U437,0,0,0,0.000323706,7.94965E-05,8.14981E-07,0,0.000140547,0,0.999455435
U448,0,0,0,0.000323706,7.94965E-05,8.14981E-07,0,0.000140547,0,0.999455435
U469,0.052754974,0,0.016553568,0.323071236,0.105413085,0.20968815,0.272447877,2.74699E-06,0.000534016,0.019534347
U470,0.052754974,0,0.016553568,0.323071236,0.105413085,0.20968815,0.272447877,2.74699E-06,0.000534016,0.019534347
U621,0.001710853,0.973242092,0.000163227,0,0.016396044,0,0.008487784,0,0,0
U622,0.065726051,0.708476926,0.207326053,0,0.012421727,0,0.006049243,0,0,0
U624,0.089648343,0.605689685,0.287681852,0,0.011457575,0,0.005522545,0,0,0
UB79,-0.001915069,0.125543398,0.089157091,0,-0.098559187,0.67633873,0.191967524,0.017467512,0,0
UE25,0.089648343,0.605689685,0.287681852,0,0.011457575,0,0.005522545,0,0,0
UG25,0.069566142,0.040609382,0.124325546,0.01486527,0.420446249,0.294440497,0.008678375,3.49641E-06,0.002200747,0.024863549
UG26,0.020425385,0,0.032570526,0.014496073,0.303297112,0.595579851,0.002954663,0.006854576,0.000633895,0.023187918
UG28,0.026331068,0,0.083921999,0.206089366,0.09341608,0.355650332,0.188335173,0.012964126,0.010117584,0.023174272
UG29,0.054860497,0.24897865,0.104481773,0.016834445,0.032599117,0.258722026,0.249559371,0.005097622,0.004916064,0.023950434
UG30,0.052754974,0,0.016553568,0.323071236,0.105413085,0.20968815,0.272447877,2.74699E-06,0.000534016,0.019534347
UG31,0,0,0,0.000323706,7.94965E-05,8.14981E-07,0,0.000140547,0,0.999455435
UG32,0.017322116,0,0.075833635,0.258417565,0.068832259,0.233644989,0.298380835,0.014639633,0.009672714,0.023256254
UG33,0.017322116,0,0.075833635,0.258417565,0.068832259,0.233644989,0.298380835,0.014639633,0.009672714,0.023256254
UG34,0.062302055,0.287382477,0.071350762,0.017189282,0.015184682,0.152315746,0.355242138,0.007624835,0.006768648,0.024639376
UG53,0.0232,0,0.1137,0.217,0.0879,0.3639,0.1485,0.0171,0.0287,0
UG54,0.078699989,0,0.067299978,0.211500004,0.064500003,0.442900019,0.135100006,0,0,0
UH46,0,0,0,0.000323706,7.94965E-05,8.14981E-07,0,0.000140547,0,0.999455435
UN50,0,0,0,0,0,0,1,0,0,0
UN51,0,0,0,0,0,0,1,0,0,0
UN53,0,0,0,0,1,0,0,0,0,0
UN54,0,0.049639471,0,0,0.725793583,0.173880957,0.050685989,0,0,0
UN55,0,0.049639471,0,0,0.725793583,0.173880957,0.050685989,0,0,0
UN56,0,0.348033482,0,0,0.172691487,0.152277934,0.326997097,0,0,0
UN59,0,0,0,0,0,0,1,0,0,0
UN68,0,0,0,0.000323706,7.94965E-05,8.14981E-07,0,0.000140547,0,0.999455436
UN77,0.0444,0,0.0518,0.2811,0.1124,0.1129,0.3693,0.0016,0.0265,0
UN78,0.0106,0,0.002500012,0.418999983,0.026,0,0.534500004,0.0033,0.0041,0
UN79,0.0732,0,0.0779,0.1449,0.2989,0.27,0.1196,0.0013,0.0142,0
UN80,0.0048,0,0.0803,0.345,0.0288,0.101,0.3854,0.0547,0,0
UN92,0,0.273422394,0,0,0.34648362,0.178223738,0.201870248,0,0,0
UN94,0,0.397669204,0,0,0.073883548,0.126680372,0.401766876,0,0,0
UN96,0,0.374219154,0,0,0.073756997,0.060702426,0.491321423,0,0,0
UP54,0,0,0,0,0,0,1,0,0,0
UQ70,0.032,0,0.046,0.183,0.03,0.305,0.366,0.038,0,0
UR15,0.0619,0,0,0.8949,0.0324,0.0038,0.007,0,0,0
UT39,0.002599972,0,0.000599993,0.34029627,0.058610318,0.211897678,0.322696463,0.009799893,0.053499414,0
UT76,0,0,0,0,0.1459,0.8541,0,0,0,0
UU27,0.069566142,0.040609382,0.124325546,0.01486527,0.420446249,0.294440497,0.008678375,3.49641E-06,0.002200747,0.024863549
UU28,0.069566142,0.040609382,0.124325546,0.01486527,0.420446249,0.294440497,0.008678375,3.49641E-06,0.002200747,0.024863549
UU29,0.054860497,0.24897865,0.104481773,0.016834445,0.032599117,0.258722026,0.249559371,0.005097622,0.004916064,0.023950434
UU31,0.064765364,0.347483682,0.056652989,0.017167267,-0.023099635,0.056763927,0.437653195,0.009296648,0.008779435,0.024537129
UU45,0.069566142,0.040609382,0.124325546,0.01486527,0.420446249,0.294440497,0.008678375,3.49641E-06,0.002200747,0.024863549
UU46,0.039833045,0.195710952,0.143261815,0.016898913,0.086568528,0.335182037,0.152395226,0.002675524,0.003596591,0.02387737
UU47,0.054860497,0.24897865,0.104481773,0.016834445,0.032599117,0.258722026,0.249559371,0.005097622,0.004916064,0.023950434
UU48,0.062302055,0.287382477,0.071350762,0.017189282,0.015184682,0.152315746,0.355242138,0.007624835,0.006768648,0.024639376
UU49,0.064765364,0.347483682,0.056652989,0.017167267,-0.023099635,0.056763927,0.437653195,0.009296648,0.008779435,0.024537129
UU52,0.017322116,0,0.075833635,0.258417565,0.068832259,0.233644989,0.298380835,0.014639633,0.009672714,0.023256254
UU53,0.014308722,0,0.052593523,0.328203214,0.044859224,0.126565029,0.385491337,0.018087991,0.007431104,0.022459856
UU54,0.013931433,0.416782467,0.011203536,0.175392591,0.032062045,0.052997552,0.263285612,0.011040145,0.000620133,0.022684487
UU55,0.020425385,0,0.032570526,0.014496073,0.303297112,0.595579851,0.002954663,0.006854576,0.000633895,0.023187918
UU56,0.026331068,0,0.083921999,0.206089366,0.09341608,0.355650332,0.188335173,0.012964126,0.010117584,0.023174272
UU57,0.017322116,0,0.075833635,0.258417565,0.068832259,0.233644989,0.298380835,0.014639633,0.009672714,0.023256254
UU58,0.014308722,0,0.052593523,0.328203214,0.044859224,0.126565029,0.385491337,0.018087991,0.007431104,0.022459856
UU59,0.013931433,0.416782467,0.011203536,0.175392591,0.032062045,0.052997552,0.263285612,0.011040145,0.000620133,0.022684487
UU71,0.078699989,0,0.067299978,0.211500004,0.064500003,0.442900019,0.135100006,0,0,0
UY04,0.0619,0,0,0.8949,0.0324,0.0038,0.007,0,0,0
UY06,0.0001,0.9926,0,0,0.0073,0,0,0,0,0
UY10,0.0007,0,0.0385,0,0.4318,0.529,0,0,0,0
UY12,0.0192,0,0.1577,0.1724,0.0933,0.3894,0.1639,0.0041,0,0
UY13,0.0232,0,0.1137,0.217,0.0879,0.3639,0.1485,0.0171,0.0287,0
UY19,0.027700035,0.74350103,0.222900309,-1.3724E-06,0.005599999,0,0,0.0003,0,0
UY20,0,0,0,0,0.0038,0,0,0.9962,0,0
UY63,0.0001,0.9971,0,0,0.0028,0,0,0,0,0
UY78,0.0277,0.743500003,0.2229,-2.05312E-12,0.005599999,-2.47441E-09,-8.54096E-11,0.0003,0,0
UY80,0,0.9804,0,0,0.0196,0,0,0,0,0
UZ34,0,0,0,0,0.1459,0.8541,0,0,0,0
K011,0.004,0,0,0.4185,-0.0016,0,0.557,0.0221,0,0
T157,0,0,0,0,1,0,0,0,0,0
TG55,0.026331068,0,0.083921999,0.206089366,0.09341608,0.355650332,0.188335173,0.012964126,0.010117584,0.023174272
RQ67,0.0004,0,0.9756,0,0.024,0,0,0,0,0
T085,0.013931433,0.416782467,0.011203536,0.175392591,0.032062045,0.052997552,0.263285612,0.011040145,0.000620133,0.022684487
T012,0,0,0,0,1,0,0,0,0,0
T443,0,0,0,0,1,0,0,0,0,0
TN98,0,0,0,0,1,0,0,0,0,0
